Sales_Key,Date_Key,Marketplace_Key,Product_Key,Account Title,Taxes,Orders,Units,Refunded,Refund %,Unit Session %,Promo Units,Organic Units,Per Unit Revenue,Revenue,COGS,FBA Fees,Promo Amount,Sessions,Page Views,Impressions,Clicks,PPC Orders,PPC Sales,PPC Cost,PPC Conv,OOE,Net Profit,Net Margin,Net ROI
3710,23,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1016,1,0,0.0,-0.4,0.0,0,-0.4,0.0,0.0
3711,24,2,31,[ FR ] Aava,0.0,1,1,1,1.0,0.0,0,1,0.0,0.0,0.0,-5.15,0.0,0,0,1129,2,0,0.0,-1.17,0.0,0,-6.32,0.0,-1.2272
3712,25,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1364,1,0,0.0,-2.51,0.0,0,-2.51,0.0,0.0
3713,26,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1322,2,2,39.79,-2.24,1.0,0,-2.24,0.0,0.0
3714,27,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.0,0,1,17.99,17.99,-6.68,-7.37,0.0,0,0,1019,0,0,0.0,0.0,0.0,0,3.01,0.167,0.214
3715,28,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,945,1,0,0.0,-0.72,0.0,0,-0.72,0.0,0.0
3716,29,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.0,0,1,17.99,17.99,-6.68,-7.37,0.0,0,0,815,4,2,34.1,-2.38,0.5,0,0.63,0.0347,0.0445
3717,30,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.0,0,1,17.99,17.99,-6.68,-7.37,0.0,0,0,875,0,0,0.0,0.0,0.0,0,3.01,0.167,0.214
3718,31,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1008,1,0,0.0,-0.64,0.0,0,-0.64,0.0,0.0
3719,32,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.0,0,1,17.99,17.99,-6.68,-7.37,0.0,0,0,972,0,0,0.0,0.0,0.0,0,3.01,0.167,0.214
3720,33,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1186,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3721,34,2,31,[ FR ] Aava,-1.88,2,2,0,0.0,0.0,0,2,17.99,35.98,-13.35,-14.74,0.0,0,0,1010,5,4,73.89,-4.23,0.8,0,1.78,0.0495,0.0634
3722,35,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,809,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3723,36,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.0,0,1,17.99,17.99,-6.68,-7.37,0.0,0,0,844,1,0,0.0,-0.48,0.0,0,2.53,0.1404,0.1798
3724,37,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,863,4,0,0.0,-1.68,0.0,0,-1.68,0.0,0.0
3725,38,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1160,4,0,0.0,-1.6,0.0,0,-1.6,0.0,0.0
3726,39,2,31,[ FR ] Aava,-0.94,2,1,0,0.0,0.0,0,1,17.99,17.99,-6.68,-7.37,0.0,0,0,1498,4,0,0.0,-3.8,0.0,0,-0.8,-0.0442,-0.0566
3727,40,2,31,[ FR ] Aava,-1.88,1,2,0,0.0,0.0,0,2,17.99,35.98,-13.35,-14.46,-1.8,0,0,1119,3,1,22.74,-2.29,0.3333,0,2.2,0.0611,0.0791
3728,41,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,935,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3729,42,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,606,2,0,0.0,-0.64,0.0,0,-0.64,0.0,0.0
3730,43,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,558,2,0,0.0,-0.85,0.0,0,-0.85,0.0,0.0
3731,44,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,474,1,0,0.0,-0.48,0.0,0,-0.48,0.0,0.0
3732,45,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,576,1,0,0.0,-0.43,0.0,0,-0.43,0.0,0.0
3733,46,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1000,2,0,0.0,-2.16,0.0,0,-2.16,0.0,0.0
3734,47,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.0,0,1,17.99,17.99,-6.68,-7.23,-0.9,0,0,1226,2,0,0.0,-4.46,0.0,0,-2.22,-0.1231,-0.1593
3735,48,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.0,0,1,17.99,17.99,-6.68,-7.37,0.0,0,0,1267,3,0,0.0,-1.93,0.0,0,1.08,0.0598,0.0765
3736,49,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1247,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3737,50,2,31,[ FR ] Aava,-1.88,2,2,0,0.0,0.0,0,2,17.99,35.98,-13.35,-14.74,0.0,0,0,998,2,0,0.0,-1.61,0.0,0,4.4,0.1223,0.1566
3738,51,2,31,[ FR ] Aava,-1.88,2,2,0,0.0,0.0,0,2,17.99,35.98,-13.35,-14.74,0.0,0,0,1331,4,1,17.05,-2.55,0.25,0,3.46,0.0962,0.1232
3739,52,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1520,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3740,53,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,2092,7,1,68.2,-6.63,0.1429,0,-6.63,0.0,0.0
3741,54,2,31,[ FR ] Aava,-4.7,2,5,0,0.0,0.0,0,5,17.99,89.95,-33.38,-34.05,-17.99,0,0,1749,6,0,0.0,-3.84,0.0,0,-4.0,-0.0445,-0.0594
3742,55,2,31,[ FR ] Aava,0.0,1,1,1,1.0,0.0,0,1,0.0,0.0,0.0,-5.15,0.0,0,0,1677,0,0,0.0,0.0,0.0,0,-5.15,0.0,-1.0
3743,56,2,31,[ FR ] Aava,-2.82,3,3,0,0.0,0.0,0,3,17.99,53.97,-20.03,-21.97,-0.9,0,0,1149,3,0,0.0,-0.76,0.0,0,7.5,0.1389,0.1785
3744,57,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.0,0,1,17.99,17.99,-6.68,-7.37,0.0,0,0,995,2,0,0.0,-0.79,0.0,0,2.22,0.1231,0.1577
3745,58,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,965,1,1,17.05,-0.16,1.0,0,-0.16,0.0,0.0
3746,59,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.0,0,1,17.99,17.99,-6.68,-7.37,0.0,0,0,1023,0,0,0.0,0.0,0.0,0,3.01,0.167,0.214
3747,60,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1190,1,0,0.0,-1.05,0.0,0,-1.05,0.0,0.0
3748,61,2,31,[ FR ] Aava,-1.88,2,2,0,0.0,0.0,0,2,17.99,35.98,-13.35,-14.74,0.0,0,0,1070,1,0,0.0,-0.55,0.0,0,5.46,0.1518,0.1944
3749,62,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1062,3,0,0.0,-2.04,0.0,0,-2.04,0.0,0.0
3750,63,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1022,2,0,0.0,-1.16,0.0,0,-1.16,0.0,0.0
3751,64,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1068,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3752,65,2,31,[ FR ] Aava,-1.88,1,2,0,0.0,0.0,0,2,17.99,35.98,-13.35,-14.74,0.0,0,0,1142,1,0,0.0,-0.26,0.0,0,5.75,0.1598,0.2047
3753,66,2,31,[ FR ] Aava,-1.88,2,2,0,0.0,0.0,0,2,17.99,35.98,-13.35,-14.74,0.0,0,0,2448,5,0,0.0,-3.18,0.0,0,2.83,0.0787,0.1007
3754,67,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1583,5,0,0.0,-4.58,0.0,0,-4.58,0.0,0.0
3755,68,2,31,[ FR ] Aava,-2.82,1,3,0,0.0,0.0,0,3,17.99,53.97,-20.03,-22.11,0.0,0,0,2317,3,0,0.0,-2.1,0.0,0,6.92,0.1281,0.1641
3756,69,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1057,3,0,0.0,-2.6,0.0,0,-2.6,0.0,0.0
3757,70,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.0,0,1,17.99,17.99,-6.68,-7.23,-0.9,0,0,1149,2,0,0.0,-2.11,0.0,0,0.13,0.0075,0.0097
3758,71,2,31,[ FR ] Aava,-2.3,1,2,0,0.0,0.0,0,2,22.0,44.0,-13.35,-20.58,-5.4,0,0,1756,3,0,0.0,-2.37,0.0,0,0.0,0.0,0.0
3759,72,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.0,0,1,19.65,19.65,-6.68,-7.37,-1.66,0,0,2692,3,0,0.0,-1.38,0.0,0,1.63,0.0827,0.1157
3760,73,2,31,[ FR ] Aava,-1.88,2,2,0,0.0,0.0,0,2,17.99,35.98,-13.35,-14.74,0.0,0,0,2797,4,1,17.05,-1.84,0.25,0,4.17,0.1159,0.1485
3761,74,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1919,3,0,0.0,-2.03,0.0,0,-2.03,0.0,0.0
3762,75,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,2311,3,0,0.0,-2.09,0.0,0,-2.09,0.0,0.0
3763,76,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,2242,5,0,0.0,-4.67,0.0,0,-4.67,0.0,0.0
3764,77,2,31,[ FR ] Aava,-1.88,1,2,0,0.0,0.2857,0,2,18.99,37.97,-13.35,-13.9,-7.39,7,14,1396,3,0,0.0,-2.75,0.0,0,-1.3,-0.0342,-0.0477
3765,78,2,31,[ FR ] Aava,-1.88,2,2,0,0.0,0.6667,0,2,18.83,37.65,-13.35,-14.74,-1.67,3,3,1774,4,0,0.0,-3.97,0.0,0,2.04,0.0542,0.0726
3766,79,2,31,[ FR ] Aava,-1.88,2,2,0,0.0,0.3333,0,2,19.24,38.47,-13.35,-14.74,-2.49,6,7,1226,3,0,0.0,-2.53,0.0,0,3.48,0.0905,0.1239
3767,80,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1549,3,0,0.0,-2.95,0.0,0,-2.95,0.0,0.0
3768,81,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.1429,0,1,17.99,17.99,-6.68,-7.37,0.0,7,7,2261,4,0,0.0,-3.81,0.0,0,-0.81,-0.0447,-0.0573
3769,82,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1382,3,0,0.0,-2.61,0.0,0,-2.61,0.0,0.0
3770,83,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,1975,3,0,0.0,-2.33,0.0,0,-2.33,0.0,0.0
3771,84,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,651,3,0,0.0,-1.57,0.0,0,-1.57,0.0,0.0
3772,85,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,167,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3773,86,2,31,[ FR ] Aava,-1.88,2,2,0,0.0,0.2857,0,2,17.99,35.98,-13.35,-14.74,0.0,7,7,140,2,0,0.0,-0.25,0.0,0,5.76,0.1601,0.2051
3774,87,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,1.0,0,1,17.99,17.99,-6.68,-7.37,0.0,1,1,187,1,0,0.0,-0.09,0.0,0,2.92,0.162,0.2075
3775,88,2,31,[ FR ] Aava,-2.82,2,3,0,0.0,0.75,0,3,18.39,55.17,-20.03,-22.11,-1.2,4,5,303,0,0,0.0,0.0,0.0,0,9.02,0.1634,0.214
3776,89,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,284,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3777,90,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,264,2,0,0.0,-0.15,0.0,0,-0.15,0.0,0.0
3778,91,2,31,[ FR ] Aava,-2.82,3,3,0,0.0,0.4286,0,3,17.99,53.97,-20.03,-22.11,0.0,7,11,221,0,0,0.0,0.0,0.0,0,9.02,0.167,0.214
3779,92,2,31,[ FR ] Aava,-1.88,2,2,0,0.0,0.3333,0,2,17.99,35.98,-13.35,-14.6,-0.9,6,7,174,0,0,0.0,0.0,0.0,0,5.25,0.1459,0.1878
3780,93,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.3333,0,1,17.99,17.99,-6.68,-7.37,0.0,3,3,498,2,0,0.0,-1.64,0.0,0,1.37,0.0759,0.0972
3781,94,2,31,[ FR ] Aava,-2.82,3,3,0,0.0,0.6,0,3,17.99,53.97,-20.03,-22.11,0.0,5,6,442,2,1,17.05,-0.37,0.5,0,8.65,0.1602,0.2052
3782,95,2,31,[ FR ] Aava,-4.7,5,5,0,0.0,0.5,0,5,17.99,89.95,-33.38,-35.59,-8.1,10,11,632,3,1,17.05,-6.36,0.3333,0,1.83,0.0203,0.0265
3783,96,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,883,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3784,97,2,31,[ FR ] Aava,-0.94,2,2,0,0.0,0.2857,0,2,18.27,36.54,-13.35,-14.59,-1.5,7,7,565,0,0,0.0,0.0,0.0,0,6.16,0.1686,0.2205
3785,98,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,810,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3786,99,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.25,0,1,17.99,17.99,-6.68,-7.37,0.0,4,5,370,0,0,0.0,0.0,0.0,0,3.01,0.167,0.214
3787,100,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,140,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3788,101,2,31,[ FR ] Aava,-1.88,2,2,0,0.0,0.3333,0,2,19.24,38.47,-13.35,-13.9,-7.89,6,6,235,1,0,0.0,-0.33,0.0,0,1.12,0.0291,0.0411
3789,102,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,266,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3790,103,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,114,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3791,104,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.2,0,1,17.99,17.99,-6.68,-7.37,0.0,5,5,52,0,0,0.0,0.0,0.0,0,3.01,0.167,0.214
3792,105,2,31,[ FR ] Aava,-2.82,3,3,0,0.0,0.4286,0,3,17.99,53.97,-20.03,-21.97,-0.89,7,11,52,0,0,0.0,0.0,0.0,0,8.27,0.1531,0.1968
3793,106,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,29,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3794,107,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.5,0,1,17.99,17.99,-6.68,-7.37,0.0,2,2,24,0,0,0.0,0.0,0.0,0,3.01,0.167,0.214
3795,108,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,61,2,0,0.0,-2.89,0.0,0,-2.89,0.0,0.0
3796,109,2,31,[ FR ] Aava,-1.83,1,1,0,0.0,0.25,0,1,20.08,20.08,-6.68,-8.59,0.0,4,5,54,0,0,0.0,0.0,0.0,0,2.99,0.1487,0.1955
3797,110,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,57,3,1,16.1,-4.11,0.3333,0,-4.11,0.0,0.0
3798,111,2,31,[ FR ] Aava,-0.94,1,1,0,0.0,0.125,0,1,17.99,17.99,-6.68,-7.23,-0.9,8,16,39,2,0,0.0,-5.44,0.0,0,-3.2,-0.1776,-0.2298
3799,112,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,103,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3800,113,2,31,[ FR ] Aava,-0.99,1,1,0,0.0,0.125,0,1,20.24,20.24,-6.68,-7.52,-1.25,8,8,99,0,0,0.0,0.0,0.0,0,3.81,0.188,0.2681
3801,114,2,31,[ FR ] Aava,-0.99,1,1,0,0.0,0.3333,0,1,21.48,21.48,-6.68,-7.52,-2.49,3,3,84,0,0,0.0,0.0,0.0,0,3.81,0.1771,0.2681
3802,115,2,31,[ FR ] Aava,-1.98,2,2,0,0.0,0.5,0,2,18.99,37.98,-13.35,-15.04,0.0,4,4,33,1,1,18.0,-0.74,1.0,0,6.87,0.1809,0.242
3803,116,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,101,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3804,117,2,31,[ FR ] Aava,-0.99,1,1,0,0.0,0.25,0,1,18.99,18.99,-6.68,-7.52,0.0,4,4,116,0,0,0.0,0.0,0.0,0,3.81,0.2004,0.2681
3805,118,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,45,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3806,119,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,57,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3807,120,2,31,[ FR ] Aava,-0.99,1,1,0,0.0,0.2,0,1,19.99,19.99,-6.68,-7.52,-1.0,5,8,81,0,0,0.0,0.0,0.0,0,3.81,0.1903,0.2681
3808,121,2,31,[ FR ] Aava,-1.98,2,2,0,0.0,0.1818,0,2,20.24,40.47,-13.35,-13.9,-9.89,11,12,397,1,1,18.0,-1.54,1.0,0,-0.19,-0.0047,-0.007
3809,122,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,16,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3810,123,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,18,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3811,124,2,31,[ FR ] Aava,-1.98,2,2,0,0.0,0.25,0,2,18.99,37.98,-13.35,-14.76,-1.9,8,12,112,0,0,0.0,0.0,0.0,0,5.99,0.1577,0.2131
3812,125,2,31,[ FR ] Aava,-0.99,1,1,0,0.0,0.2,0,1,18.99,18.99,-6.68,-7.52,0.0,5,7,33,0,0,0.0,0.0,0.0,0,3.81,0.2004,0.2681
3813,126,2,31,[ FR ] Aava,-1.98,2,2,0,0.0,0.4,0,2,20.24,40.47,-13.35,-15.04,-2.49,5,9,996,0,0,0.0,0.0,0.0,0,7.61,0.188,0.2681
3814,127,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,442,1,0,0.0,-1.31,0.0,0,-1.31,0.0,0.0
3815,128,2,31,[ FR ] Aava,-2.97,3,3,0,0.0,0.75,0,3,19.82,59.46,-20.03,-22.56,-2.49,4,7,43,0,0,0.0,0.0,0.0,0,11.42,0.192,0.2681
3816,129,2,31,[ FR ] Aava,-1.98,1,2,0,0.0,0.5,0,2,18.99,37.98,-13.35,-14.76,-1.9,4,5,20,0,0,0.0,0.0,0.0,0,5.99,0.1577,0.2131
3817,130,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,19,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3818,131,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,225,1,0,0.0,-1.34,0.0,0,-1.34,0.0,0.0
3819,132,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,924,1,0,0.0,-1.3,0.0,0,-1.3,0.0,0.0
3820,133,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,706,1,0,0.0,-1.31,0.0,0,-1.31,0.0,0.0
3821,134,2,31,[ FR ] Aava,-0.99,1,1,0,0.0,0.25,0,1,18.99,18.99,-6.68,-7.52,0.0,4,4,10,0,0,0.0,0.0,0.0,0,3.81,0.2004,0.2681
3822,135,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,134,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3823,136,2,31,[ FR ] Aava,-0.99,1,1,0,0.0,0.1667,0,1,18.99,18.99,-6.68,-7.52,0.0,6,10,190,0,0,0.0,0.0,0.0,0,3.81,0.2004,0.2681
3824,137,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,365,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3825,138,2,31,[ FR ] Aava,-1.98,2,2,0,0.0,0.2857,0,2,19.62,39.23,-13.35,-15.04,-1.25,7,10,946,1,0,0.0,-1.78,0.0,0,5.83,0.1486,0.2054
3826,139,2,31,[ FR ] Aava,-2.97,3,3,0,0.0,0.4286,0,3,19.41,58.22,-20.03,-22.42,-2.2,7,10,140,0,0,0.0,0.0,0.0,0,10.61,0.1822,0.2499
3827,140,2,31,[ FR ] Aava,-5.1,3,5,0,0.0,1.0,0,5,19.59,97.94,-33.38,-35.87,-14.37,5,5,75,0,0,0.0,0.0,0.0,0,9.23,0.0942,0.1332
3828,141,2,31,[ FR ] Aava,-2.97,2,3,0,0.0,0.5,0,3,21.43,64.3,-20.03,-21.68,-13.03,6,8,18,0,0,0.0,0.0,0.0,0,6.6,0.1026,0.1581
3829,142,2,31,[ FR ] Aava,-1.98,3,3,0,0.0,0.4286,0,3,18.53,55.58,-20.03,-22.12,-1.5,7,9,8,0,0,0.0,0.0,0.0,0,9.96,0.1791,0.2362
3830,143,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,8,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3831,144,2,31,[ FR ] Aava,-1.98,2,2,0,0.0,0.5,0,2,18.99,37.98,-13.35,-15.04,0.0,4,4,444,1,1,18.0,-1.1,1.0,0,6.51,0.1714,0.2293
3832,145,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,3,3,26,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3833,146,2,31,[ FR ] Aava,-0.99,1,1,0,0.0,0.3333,0,1,18.99,18.99,-6.68,-7.52,0.0,3,3,107,0,0,0.0,0.0,0.0,0,3.81,0.2004,0.2681
3834,147,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,58,1,0,0.0,-0.32,0.0,0,-0.32,0.0,0.0
3835,148,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,178,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3836,149,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,441,2,0,0.0,-3.33,0.0,0,-3.33,0.0,0.0
3837,150,2,31,[ FR ] Aava,-0.99,1,1,0,0.0,0.1667,0,1,18.99,18.99,-6.68,-7.52,0.0,6,7,42,0,0,0.0,0.0,0.0,0,3.81,0.2004,0.2681
3838,151,2,31,[ FR ] Aava,-0.99,1,1,0,0.0,0.1667,0,1,18.99,18.99,-6.68,-7.38,-0.95,6,8,48,1,0,0.0,-1.46,0.0,0,1.54,0.0808,0.1092
3839,152,2,31,[ FR ] Aava,-3.06,3,3,0,0.0,0.6,0,3,19.57,58.7,-20.03,-24.0,0.0,5,7,82,0,0,0.0,0.0,0.0,0,11.62,0.1979,0.2638
3840,154,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,7,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3841,166,2,31,[ FR ] Aava,-0.99,1,1,0,0.0,0.0,0,1,18.99,18.99,-6.68,-7.52,0.0,0,0,15,0,0,0.0,0.0,0.0,0,3.81,0.2004,0.2681
3842,167,2,31,[ FR ] Aava,0.0,1,1,0,0.0,0.25,0,1,19.0,19.0,-6.68,-7.37,-1.0,4,4,136,0,0,0.0,0.0,0.0,0,3.96,0.2082,0.2816
3843,168,2,31,[ FR ] Aava,0.0,0,0,0,0.0,0.0,0,0,20.55,0.0,0.0,0.0,0.0,0,0,137,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0
3844,169,2,31,[ FR ] Aava,-1.98,2,2,0,0.0,0.5,0,2,18.99,37.98,-13.35,-14.9,-0.95,4,6,50,0,0,0.0,0.0,0.0,0,6.8,0.179,0.2407
3845,170,2,31,[ FR ] Aava,-0.99,1,1,0,0.0,0.1429,0,1,18.99,18.99,-6.68,-7.52,0.0,7,12,24,0,0,0.0,0.0,0.0,0,3.81,0.2004,0.2681
